codigo,descripcion_original,descripcion_borroni
>FM10110D,TOR. FIX. P/MAD.F 5 x 110 DICRO,
>FM10120D,TOR. FIX. P/MAD.F 5 x 120 DICRO,
>FM12025D,TOR. FIX. P/MAD.F 6 x 25 DICRO,
>FM12030D,TOR. FIX. P/MAD.F 6 x 30 DICRO,
>FM12035D,TOR. FIX. P/MAD.F 6 x 35 DICRO,
>FM12045D,TOR. FIX. P/MAD.F 6 x 45 DICRO,
>FM12110D,TOR. FIX. P/MAD.F 6 x 110 DICRO,
>FM12120D,TOR. FIX. P/MAD.F 6 x 120 DICRO,
>FM12130D,TOR. FIX. P/MAD.F 6 x 130 DICRO,
>BHG5WH125019D,BULON HEXAGONAL G5 1/2-WHT-3/4 DICRO,
>BHG5WH125022D,BULON HEXAGONAL G5 1/2-WHT-7/8 DICRO,
>BHG5WH125025D,BULON HEXAGONAL G5 1/2-WHT-1 DICRO,
>BHG5WH125032D,"BULON HEXAGONAL G5 1/2-WHT-1,1/4 DICRO",
>BHG5WH125038D,"BULON HEXAGONAL G5 1/2-WHT-1,1/2 DICRO",
>BHG5WH125044D,"BULON HEXAGONAL G5 1/2-WHT-1,3/4 DICRO",
>BHG5WH125050D,BULON HEXAGONAL G5 1/2-WHT-2 DICRO,
>BHG5WH125056D,"BULON HEXAGONAL G5 1/2-WHT-2,1/4 DICRO",
>BHG5WH125063D,"BULON HEXAGONAL G5 1/2-WHT-2,1/2 DICRO",
>BHG5WH125070D,"BULON HEXAGONAL G5 1/2-WHT-2,3/4 DICRO",
>BHG5WH125076D,BULON HEXAGONAL G5 1/2-WHT-3 DICRO,
>BHG5WH125082D,"BULON HEXAGONAL G5 1/2-WHT-3,1/4 DICRO",
>BHG5WH125090D,"BULON HEXAGONAL G5 1/2-WHT-3,1/2 DICRO",
>BHG5WH125100D,BULON HEXAGONAL G5 1/2-WHT-4 DICRO,
>BHG5WH125110D,"BULON HEXAGONAL G5 1/2-WHT-4,1/2 DICRO",
>BHG5WH125125D,BULON HEXAGONAL G5 1/2-WHT-5 DICRO,
>BHG5WH125140D,"BULON HEXAGONAL G5 1/2-WHT-5,1/2 DICRO",
>BHG5WH125155D,BULON HEXAGONAL G5 1/2-WHT-6 DICRO,
>BHG5WH125175D,BULON HEXAGONAL G5 1/2-WHT-7 DICRO,
>BHG5WH125200D,BULON HEXAGONAL G5 1/2-WHT-8 DICRO,
>VR1010WH125N,VARILLA ROSCADA 1010 1/2-WHT(13) NAT,
>VR1010WH125Z,VARILLA ROSCADA 1010 1/2-WHT(12) ZINC,
>FM10020D,TOR. FIX. P/MAD.F 5 x 20 DICRO,
>FM10065D,TOR. FIX. P/MAD.F 5 x 65 DICRO,
>TUHG2MA10D,"TUERCA HEXAGONAL G2 M10-1,5 DICRO",
>6,MARTILLO,
>7,METRO,
>8,DESARMADOR,
>CONJ-GOL-MB,CONJ-GOL (MB),
>PAFG5MA08030F,"PRIS ALLEN C/FRES.G5 M8-1,25-30 FOSF",
>BHG5MC12020D,"BULON HEXAGONAL (8.8) M12-1,25-20 DICRO",
>BHG5MC12025D,"BULON HEXAGONAL (8.8) M12-1,25-25 DICRO",
>BHG5MC12030D,"BULON HEXAGONAL (8.8) M12-1,25-30 DICRO",
>BHG5MC12035D,"BULON HEXAGONAL (8.8) M12-1,25-35 DICRO",
>BHG5MC12040D,"BULON HEXAGONAL (8.8) M12-1,25-40 DICRO",
>BHG5MC12045D,"BULON HEXAGONAL (8.8) M12-1,25-45 DICRO",
>BHG5MC12050D,"BULON HEXAGONAL (8.8) M12-1,25-50 DICRO",
>BHG5MC12055D,"BULON HEXAGONAL (8.8) M12-1,25-55 DICRO",
>BHG5MC12060D,"BULON HEXAGONAL (8.8) M12-1,25-60 DICRO",
>BHG5MC12065D,"BULON HEXAGONAL (8.8) M12-1,25-65 DICRO",
>BHG5MC12070D,"BULON HEXAGONAL (8.8) M12-1,25-70 DICRO",
>BHG5MC12075D,"BULON HEXAGONAL (8.8) M12-1,25-75 DICRO",
>BHG5MC12080D,"BULON HEXAGONAL (8.8) M12-1,25-80 DICRO",
>BHG5MC12085D,"BULON HEXAGONAL (8.8) M12-1,25-85 DICRO",
>BHG5MC12090D,"BULON HEXAGONAL (8.8) M12-1,25-90 DICRO",
>BHG5MC12095D,"BULON HEXAGONAL (8.8) M12-1,25-95 DICRO",
>BHG5MC12100D,"BULON HEXAGONAL (8.8) M12-1,25-100 DICRO",
>BHG5MC12110D,"BULON HEXAGONAL (8.8) M12-1,25-110 DICRO",
>BHG5MC12120D,"BULON HEXAGONAL (8.8) M12-1,25-120 DICRO",
>BHG5MC12130D,"BULON HEXAGONAL (8.8) M12-1,25-130 DICRO",
>CONJ-10030X2MA,CONJ-EMPAQUETADO M10x30 MA (x2),
>CONJ-10030X2MB,CONJ-EMPAQUETADO M10x30 MB (x2),
>CONJ-10030X3MA,CONJ-EMPAQUETADO M10x30 MA (x3),
>CONJ-10030X3MB,CONJ-EMPAQUETADO M10x30 MB (x3),
>CONJ-10030X4MA,CONJ-EMPAQUETADO M10x30 MA (x4),
>CONJ-10030X4MB,CONJ-EMPAQUETADO M10x30 MB (x4),
>CONJ-12030X2MB,CONJ-EMPAQUETADO M12x30 MB (x2),
>CONJ-12030X2MC,CONJ-EMPAQUETADO M12x30 MC (x2),
>CONJ-12030X3MB,CONJ-EMPAQUETADO M12x30 MB (x3),
>CONJ-12030X3MC,CONJ-EMPAQUETADO M12x30 MC (x3),
>CONJ-12030X4MB,CONJ-EMPAQUETADO M12x30 MB (x4),
>CONJ-12030X4MC,CONJ-EMPAQUETADO M12x30 MC (x4),
>CONJ-TRANSMA,CONJ-CONJUNTO TRANSIT MA,
>CONJ-TRANSMB,CONJ-CONJUNTO TRANSIT MB,
>CONJ-ACF100MA,CONJ-CONJUNTO ACOPLE F100 MA,
>CONJ-ACF100MB,CONJ-CONJUNTO ACOPLE F100 MB,
>CONJ-ACF100MC,CONJ-CONJUNTO ACOPLE F100 MC,
>CONJ-DUCMN-MB,CONJ-CONJUNTO DUCATO MOD NUEVO MB,
>CONJ-DUCMN-MC,CONJ-CONJUNTO DUCATO MOD NUEVO MC,
>CONJ-BOXER-MB,CONJ-CONJUNTO BOXER MB,
>CONJ-BOXER-MC,CONJ-CONJUNTO BOXER MC,
>CONJ-COR+98-MB,CONJ-CORSA DSP. AÃO 98 MB,
>CONJ-GOL-MC,CONJ-GOL (MC),
>CONJ-R9-MB,CONJ-R-9 (MB),
>CONJ-R9-MC,CONJ-R-9 (MC),
>CONJ-R11-MB,CONJ-R-11 (MB),
>CONJ-R11-MC,CONJ-R-11 (MC),
>CONJ-COR+98-MC,CONJ-CORSA DSP. AÃO 98 MC,
>TUFDG2MA06ZA,TUERCA HEXAGONAL FLANGE DENTADA G2 M6-1 DICRO,
>TTHCG2MB16N,"TUERCA TORNEADA HEXAGONAL G2 M16-1,5 NATURAL",
>TUHG2-UNF285Z,"TUERCA HEXAGONAL G2 1,1/8-UNF (12) ZINC",
>TUHG2-UNF317Z,"TUERCA HEXAGONAL G2 1,1/4-UNF (12) ZINC",
>TUHG2-UNF381Z,"TUERCA HEXAGONAL G2 1,1/2-UNF (12) ZINC",
>PABG10MA08016F,"PRIS.ALLEN C/BOT.G10 M8-1,25-16 FOSF",
>PACG10MA08016F,"PRIS.ALLEN C/CIL.G10 M8-1,25-16 FOSF",
>AE6797A04,ARANDELA ESTRELLA 6797A 04,
>AE6797A08,ARANDELA ESTRELLA 6797A 08,
>XJFPMN08012F,AUTOPERF.C/FIJ.FLANGE PTA MECHA NÂ°8X1/2 FOSF,
>XJFPMN08025Z,AUTOPERF.C/FIJ.FLANGE PTA MECHA NÂ°8X1 ZINC,
>PACG10NC110025F,PRIS ALLEN C/CIL.G10 7/16-NC-1 FOSF,
>PABG10MA04016F,PRIS. ALLEN C/BOT.G10 M4-07-16 FOSF,
>PABG10MA06016F,PRIS. ALLEN C/BOT.G10 M6-1-16 FOSF,
>PAFG10MA08050F,"PRIS ALLEN C/FRES.G10 M8-1,25-50 FOSF",
>X17AN14038Z,"AUTOPERF.C/HEX.T17 PTA AGUJ. CALAD.C/ARAN.NÂ°14X1,1/2",
>XTAWN06019F,AUTOPERF TROMP.P/AGUJA MADERA NÂ°6X3/4,
>XTAWN06016F,AUTOPERF TROMP.P/AGUJA MADERA NÂ°6X5/8,
>XTAWN06025F,AUTOPERF TROMP.P/AGUJA MADERA NÂ°6X1,
>TPJCG2G10160Z,TOR.PARKER C/FIJ.COMB.G2 NÂ°10X5/8Z,
>PACG10MA08020F,"PRIS.ALLEN C/CIL.G10 M8-1,25-20 FOSF",
>PAFG10MA06016F,"PRIS ALLEN C/FRES.G10 M6-1,25-16 FOSF",
>TUCBRNC079,TUERCA CIEGA BRONCE 5/16-UNC(18),
>TUHG2-UNC039Z,TUERCA HEXAGONAL G2 5/32-UNC (32) ZINC,
>TUABG2MA08Z,"TUERCA AUTOFR.BAJA G2 M8-1,25 ZINC",
>TUABG2MA10Z,"TUERCA AUTOFR.BAJA G2 M10-1,5 ZINC",
>TUABG2MB20Z,"TUERCA AUTOFR.BAJA G2 M20-1,5 ZINC",
>AVTO,,
>ARIA,,
>PRES,,
>AREB,,
>SANS,,
>ARAN,,
>ANCO,,
>ALDE,,
>ALVA,,
>AFSA,,
>TPJCG2G10190Z,TOR.PARKER C/FIJ.COMB.G2 NÂ°10x3/4Z,
>AZAH,,
>BARE,,
>BELT,,
>BENE,,
>BERG,,
>BIST,,
>BOGG,,
>BONU,,
>BOSI,,
>BULT,,
>ANSA,,
>CONC,,
>CRIS,,
>ISAD,,
>FARU,,
>BUTR,,
>CABA,,
>CABE,,
>CACE,,
>CAJE,,
>CALC,,
>CANO,,
>CARD,,
>CHIE,,
>CONP,,
>CORV,,
>VELO,,
>DEIC,,
>DELG,,
>DELI,,
>DIGI,,
>DIAZ,,
>COIR,,
>DITR,,
>DUPL,,
>PUPO,,
>ELEC,,
>PERI,,
>EPRA,,
>SANF,,
>FAB,,
>FARO,,
>FERN,,
>CALV,,
>FERR,,
>FECO,,
>IMEL,,
>FORN,,
>FSN,,
>INDU,,
>GIRA,,
>CECO,,
>INKC,,
>NAHU,,
>ISIL,,
>JASA,,
>CAAM,,
>LEN,,
>LOBR,,
>LOPE,,
>LUCC,,
>MAIE,,
>MAIO,,
>MANR,,
>VICE,,
>MART,,
>MATE,,
>MEND,,
>BM,,
>IELO,,
>MARC,,
>BULC,,
>MRFI,,
>MURO,,
>NAVA,,
>NIRO,,
>NUÃE,,
>OLIV,,
>OMAR,,
>ORTM,,
>ORTV,,
>SEND,,
>LAVI,,
>PAZJ,,
>PEDR,,
>PIZZ,,
>PONT,,
>REMP,,
>RENF,,
>REPV,,
>TRAV,,
>RIQU,,
>RITO,,
>ROME,,
>RUDR,,
>SANR,,
>SANC,,
>NOVA,,
>SESE,,
>SIME,,
>SOLI,,
>BEDO,,
>TULA,,
>TALL,,
>TANQ,,
>TARA,,
>TATO,,
>TECV,,
>CROW,,
>TODO,,
>TOMA,,
>MESS,,
>TRIL,,
>TRIV,,
>UMER,,
>VALE,,
>VEKY,,
>VELE,,
>VELI,,
>VILLA,,
>VITO,,
>VOST,,
>BORRA,,
>YAÃE,,
>ZIBA,,
>MELX,,
>MANZ,,
>URIQ,,
>ELOY,,
>AGSOL,,
>FEYFE,,
>CAPP,,
>HERR,,
>SITN,,
>TUABG2MB10Z,"TUERCA AUTOFR.BAJA G2 M10-1,25 ZINC",
>TUABG2MC12Z,"TUERCA AUTOFR.BAJA G2 M12-1,25 ZINC",
>TUABG2MB12Z,"TUERCA AUTOFR.BAJA G2 M12-1,5 ZINC",
>TUABG2MA05Z,"TUERCA AUTOFR.BAJA G2 M5-0,8 ZINC",
>BMG5MA10030D,"BULON MOLETEADO (8,8) M10-1,5-35 DICRO",
>TUHG2NC031Z,TUERCA HEXAGONAL G2 1/8-UNC (40) ZINC,
>TUHG2NC250D,TUERCA HEXAGONAL G2 1-UNC (8) DICRO,
>TUHG2NC285D,"TUERCA HEXAGONAL G2 1,1/8-UNC (7) DICRO",
>TUHG2NC125D,TUERCA HEXAGONAL G2 1/2-13-UNC (13) DICRO,
>TUHG2NF190N,TUERCA HEXAGONAL G2 3/4-UNF (16) NAT,
>TUHG2NF190D,TUERCA HEXAGONAL G2 3/4-UNF (16) DICRO,
>TUHG2NF095N,TUERCA HEXAGONAL G2 3/8-UNF (24) NAT,
>TUHG2NF079N,TUERCA HEXAGONAL G2 5/16-UNF (24) NAT,
>TUHG2NF160N,TUERCA HEXAGONAL G2 5/8-UNF (18) NAT,
>TUHG2NF160D,TUERCA HEXAGONAL G2 5/8-UNF (18) DICRO,
>TUHG2NC220D,TUERCA HEXAGONAL G2 7/8-UNC (9) DICRO,TUERCAS HEXAGONALES ESTAMPADAS - GRADO 2 7/8
>TUHG2MA05Z,"TUERCA HEXAGONAL G2 M05-0,8 ZINC",
>TUHG2MA10Z,"TUERCA HEXAGONAL G2 M10-1,5 ZINC",
>TUHG2MA12Z,"TUERCA HEXAGONAL G2 M12-1,75 ZINC",
>TUHG2MC12N,"TUERCA HEXAGONAL G2 M12-1,25 NAT",
>TUHG2MB16N,"TUERCA HEXAGONAL G2 M16-1,5 NAT",
>TUHG2MB18N,"TUERCA HEXAGONAL G2 M18-1,5 NAT",
>BHTDG5MA08035D,"BULON HEXAGONAL TODO ROSCA (8.8) M8-1,25-35 DICRO",
>BHTDG5MA08100D,"BULON HEXAGONAL TODO ROSCA (8.8) M8-1,25-100 DICRO",
>BHTDG5MA08110D,"BULON HEXAGONAL TODO ROSCA (8.8) M8-1,25-110 DICRO",
>BHTDG5MA08120D,"BULON HEXAGONAL TODO ROSCA (8.8) M8-1,25-120 DICRO",
>TUABG2MB14Z,"TUERCA AUTOFR.BAJA G2 M14-1,5 ZINC",
>TUABG2MB16Z,"TUERCA AUTOFR.BAJA G2 M16-1,5 ZINC",
>TUHG2WH125D,TUERCA HEXAGONAL G2 1/2-12-WHT (12) DICRO,
>TUHG2NC065D,TUERCA HEXAGONAL G2 1/4-UNC (20) DICRO,
>TUHG2NC110D,TUERCA HEXAGONAL G2 7/16-UNC (14) DICRO,TUERCAS HEXAGONALES ESTAMPADAS - GRADO 2 7/16
>TUHG2NC140D,TUERCA HEXAGONAL G2 9/16-UNC (12) DICRO,
>TTHCG2NC175N,TCA .HEX.TORN CONTRAT. G2 11/16-UNC (18) NAT,
>TTHCG2NC175D,TCA .HEX.TORN CONTRAT. G2 11/16-UNC (18) DICRO,
>TUABG2MB27D,TUERCA AUTOFR.BAJA G2 M27-2 DICRO,
>TUABG2MB27Z,TUERCA AUTOFR.BAJA G2 M27-2 ZINC,
>AP125A06Z,ARANDELA PLANA DIN125A M06 ZINC,
>BHG2WH125063N,"BULON HEXAGONAL G2 1/2-WHT-2,1/2 NAT",
>X17AN14025Z,AUTOPERF.C/HEX.T17 PTA AGUJ. CALAD. C/ ARAND. NÂ°14X1 ZINC,
>XHMN14025ZINC,AUTOPERF.C/HEX. PTA MECHA NÂ°14X1 ZINC,
>XJAN08012Z,AUTOPERF.C/FIJ.FLANGE PTA AGUJA NÂª 8 x 1/2 ZINC,
>TUAAG2NS250Z,TUERCA AUTOFR. ALTA G2 1-UNF(12) ZINC,
>BRG5NF125038F,"BULON DE RUEDA G5 1/2-UNF-1,1/2 FOSF",
>TUHPG2NC095Z,TUERCA HEXAGONAL PESADA G2 3/8-UNC (16) ZINC,
>TUHPG2NC095D,TUERCA HEXAGONAL PESADA G2 3/8-UNC (16) DICRO,
>TUHPG2NC095N,TUERCA HEXAGONAL PESADA G2 3/8-UNC (16) NAT,
>TUHG2MC10D,TUERCA HEXAGONAL G2 M10-1 DICRO,
>PAFG5MA10035F,"PRIS ALLEN C/FRES.G5 M10-1,50-35 FOSF",
>PASG10NC065010F,PRIS.ALLEN S/CABEZA G10 1/4-UNC-3/8 FOSF,
>BFIMA03020,BULON C/FIJADORA INOXIDABLE M03-0.5-20,
>BFIMA04010,BULON C/FIJADORA INOXIDABLE M04-0.7-10,
>TUIMA03,TUERCA HEXAGONAL INOXIDABLE M03-0.5,
>TUIMA04,TUERCA HEXAGONAL INOXIDABLE M04-0.7,
>API03,ARANDELA PLANA INOXIDABLE M03,
>API04,ARANDELA PLANA INOXIDABLE M04,
>BHG5MA08120DTR,"BULON HEXAGONAL (8.8) M8-1,25-120 DICRO TODO ROSCA",
>TO52.55.16.CA,TO52.55.16.CA - TORNILLO CABEZA FRESADA P/ALLEN 12-24X16MM,
>TO52.55.16.E,TO52.55.16.E - TORNILLO CABEZA HEXAGONAL 12-24X16MM,
>TO52.55.20.R,TO52.55.20.R - TORNILLO CABEZA REDONDA 12-24X20MM,
>TO52.55.32,TO52.55.32 - TORNILLO CABEZA REDONDA 12-24X32,
>TO52.55.32.E,TO52.55.32.E - TORNILLO CABEZA HEXAGONAL 12-24X32MM E,
>TO52.M6.16,TO52.M6.16 - TORNILLO CABEZA REDONDA M6X16MM,
>TO52.M6.20.R,TO52.M6.20.R - TORNILLO CABEZA REDONDA M6X20MM,
>TO52.M6.32.E,TO52.M6.32.E - TORNILLO CABEZA HEXAGONAL M6X32MM,
>TO52..OV.6.16,TO52..OV.6.16 - TORNILLO CUELLO OVALADO M6X16MM,
>CONJ-MOLX1-M7X2,CONJ-EMPAQUETADO MOL.M10x30 MA (x1) + M07X25 MA (X2),
>PACIMA08035,PRISIONERO ALLEN C/CIL. INOXIDABLE M 8-1.25-35,
>TUHPG2NC079Z,TUERCA HEXAGONAL PESADA G2 5/16-UNC (18) ZINC,
>TUHPG2WH125Z,TUERCA HEXAGONAL PESADA G2 1/2-WHT (12) ZINC,
>TUTHCG2MB14DIZQ,TCA.HEX.TORN CONTRAT. G2 M14-1.50 DICRO IZQUIERDA,
>TUHPG2WH125N,TUERCA HEXAGONAL PESADA G2 1/2-WHT (12) NAT,
>TUHPG2NC110N,TUERCA HEXAGONAL PESADA G2 7/16-UNC (14) NAT,TUERCAS HEXAGONALES ESTAMPADAS - GRADO 2 7/16
>TUHPG2NC079N,TUERCA HEXAGONAL PESADA G2 5/16-UNC (18) NAT,
>TUFDG2NC065Z,TUERCA HEXAGONAL  FLANGE DENTADA G2 1/4-UNC (20) ZINC,
>TUFDG2NC079Z,TUERCA HEXAGONAL  FLANGE DENTADA G2 5/16-UNC (18) ZINC,
>TUFDG2NC095Z,TUERCA HEXAGONAL  FLANGE DENTADA G2 3/8-UNC (16) ZINC,
>TUFDG2WH125Z,TUERCA HEXAGONAL  FLANGE DENTADA G2 1/2-WHT (12) ZINC,
>TUHG2NF065D,TUERCA HEXAGONAL G2 1/4-UNF (28) DICRO,
>TUHG2NF079D,TUERCA HEXAGONAL G2 5/16-UNF (24) DICRO,
>TUHG2NF095D,TUERCA HEXAGONAL G2 3/8-UNF (24) DICRO,
>TUHG2NF110D,TUERCA HEXAGONAL G2 7/16-UNF (20) DICRO,TUERCAS HEXAGONALES ESTAMPADAS - GRADO 2 7/16
>TUHG2NF125D,TUERCA HEXAGONAL G2 1/2-UNF (20) DICRO,
>TUHG2NF140D,TUERCA HEXAGONAL G2 9/16-UNF (18) DICRO,
>TUHG2NF220D,TUERCA HEXAGONAL G2 7/8-UNF (14) DICRO,TUERCAS HEXAGONALES ESTAMPADAS - GRADO 2 7/8
>TUHG2NF250D,TUERCA HEXAGONAL G2 1-UNF (14) DICRO,
>TUHG2NF285D,"TUERCA HEXAGONAL G2 1,1/8-UNF (12) DICRO",
>TUHG2NF317D,"TUERCA HEXAGONAL G2 1,1/4-UNF (12) DICRO",
>TUHG2NF381D,"TUERCA HEXAGONAL G2 1,1/2-UNF (12) DICRO",
>TUAAG2NC158Z,TUERCA AUTOFR. ALTA G2 5/8-UNC(11) ZINC,
>TUAAG2NF158Z,TUERCA AUTOFR. ALTA G2 5/8-UNF(18) ZINC,
>TUHG2-UNC047Z,TUERCA HEXAGONAL G2 3/16-UNC (24) ZINC,
>TUHG2UN125Z,TUERCA HEXAGONAL G2 1/2-13-UNC (13) ZINC,
>ALEMITE25,ALEMITE M 8-1.25-14.6 modelo 25,
>AP125A04Z,ARANDELA PLANA DIN125A M04 ZINC,
>AP125A03Z,ARANDELA PLANA DIN125A M03 ZINC,
>PABG10MA06050F,PRIS. ALLEN C/BOT.G10 M6-1-50 FOSF,
>TUHG2NC190D,TUERCA HEXAGONAL G2 3/4-UNC (10) DICRO,
>AP2B160Z,ARANDELA DOBLE BISELADO 5/8 ZINC,
>AP2B190Z,ARANDELA DOBLE BISELADO 3/4 ZINC,
>TJPG2MA04012Z,TORNILLO C/FIJADORA PHIL. M04-0.7-12 ZINC,
>AE6797A06,ARANDELA ESTRELLA 6797A 06,
>3235,Tarugos ESPYGA 8 Bolsa x 500 unid.,
>TUHG2NC160D,TUERCA HEXAGONAL G2 5/8-UNC (11) DICRO,
>HXPMV14019Z,AUTOPERF.C/HEX. PTA MECHA C/ARANDELA VULCANIZADA NÂ°14X3/4 ZINC,
>3535,Tarugos PY 8 Caja x 2000 (20 Bolsitas x 100 unid.),
>0758890928040,YERBA MATE TRADICIONAL DON BASILIO X 500 GR,
>0790757863439,YERBA MATE SELECCION ESPECIAL DON BASILIO X 500 GR,
>TUTHCG2MB15D,"TCA .HEX.TORN CONTRAT. G2 M15-1,5 DICRO",
>BHG5MA08100DTR,"BULON HEXAGONAL (8.8) M8-1,25-100 DICRO TODO ROSCA",
>BHG5MA08110DTR,"BULON HEXAGONAL (8.8) M8-1,25-110 DICRO TODO ROSCA",
>BHG5MA05022D,"BULON HEXAGONAL (8.8) M5-0,8-22 DICRO",
>TUABG2MB30Z,TUERCA AUTOFR.BAJA G2 M30-2 ZINC,
>TUHG2NC079D,TUERCA HEXAGONAL G2 5/16-UNC (18) DICRO,
>HXPMV14038Z,AUTOPERF.C/HEX. PTA MECHA C/ARANDELA VULCANIZADA NÂ°14 X 1 1/2 ZINC,
>CHEQUE,CHEQUE RECHAZADO,
>9,GASTOS BANCARIOS,
>PACG10NC079019F,PRIS ALLEN C/CIL.G10 5/16-NC-3/4 FOSF,
>10,COMISION X FC,
>ALEMITE15,ALEMITE M 8-1.25-15.4 modelo 15,
>11,DIFERENCIA DE PRECIO,
>BCLIO08074C,BULON ALLEN ESPECIAL G2 M08-1.25-74 (CORTO),
>BCLIO08084L,BULON ALLEN ESPECIAL G2 M08-1.25-84 (LARGO),
>12,ZINCADO,
>13,producto prueba,
>BONIF10%,BONIFICAICON 10 %,
>TUHG2NC095D,TUERCA HEXAGONAL G2 3/8-UNC (16) DICRO,
>PACG10MA06100F,PRIS.ALLEN C/CIL.G10 M6-1-100 FOSF,
>PABG10MA06025F,PRIS. ALLEN C/BOT.G10 M6-1-25 FOSF,
>XJFPMN08019Z,AUTOPERF.C/FIJ.FLANGE PTA MECHA NÂ°8X3/4 ZINC,
>TUTHCG2MC16DIZQ,TCA.HEX.TORN CONTRAT. G2 M16-1 DICRO IZQUIERDA,
>TUTHCG2MC16D,TCA.HEX.TORN CONTRAT. G2 M16-1 DICRO DERECHA,
>HXPMV14025Z,AUTOPERF.C/HEX. PTA MECHA C/ARANDELA VULCANIZADA NÂ°14 X 1 ZINC,
>TFFG2NC039007Z,TOR. C/FRES. PHIL. G2 5/32 X 5/16 ZINC,ARANDELAS PLANAS 5/32
>TFFG2NC039009Z,TOR. C/FRES. PHIL. G2 5/32 X 3/8 ZINC,ARANDELAS PLANAS 5/32
>TFFG2NC039044Z,TOR. C/FRES. PHIL. G2 5/32 X 1 3/4 ZINC,ARANDELAS PLANAS 5/32
>TTRG2NC047007Z,TOR. TANQ. RAN. G2 3/16 X 5/16 ZINC,
>PACG10NC079025F,PRIS ALLEN C/CIL.G10 5/16-NC-1 FOSF,
>PACG10NC079032F,PRIS ALLEN C/CIL.G10 5/16-NC-1 1/4 FOSF,
>PACG10NC065012F,PRIS ALLEN C/CIL.G10 1/4-NC-1/2 FOSF,
>PACG10NC065019F,PRIS ALLEN C/CIL.G10 1/4-NC-3/4 FOSF,
>TUHG2MA06Z,TUERCA HEXAGONAL G2 M06-1 ZINC,
>XJFPMN08012Z,AUTOPERF.C/FIJ.FLANGE PTA MECHA NÂª 8 x 1/2 ZINC,
>ALAMBRE,alambre negro recocido 1.63 mm,
>BHG5NF190240D,BULON HEXAGONAL G5 3/4-UNF-240 DICRO,
>BHG5NF190280D,BULON HEXAGONAL G5 3/4-UNF-280 DICRO,
>BHG5NF190300D,BULON HEXAGONAL G5 3/4-UNF-300 DICRO,
>TPJI007019W,TOR.PARKER C/FIJ.INOXIDABLE NÂ° 07 X 3/4 W,
>TPFI007025W,TOR.PARKER C/FRES.INOXIDABLE NÂ° 07 X 1 W,
>PAFINC065012,PRIS ALLEN C/FRES.INOXIDABLE 1/4 X UNC X 1/2,
>TPJCG2G08032Z,TOR.PARKER C/FIJ.COMB.G2 NÂ°8X1 1/4Z,
>TPJCG2G10025Z,TOR.PARKER C/FIJ.COMB.G2 NÂ°10 X 1 Z,
>TPJCG2G12025Z,TOR.PARKER C/FIJ.COMB.G2 NÂ°12 X 1 Z,
>TPJCG2G08012Z,TOR.PARKER C/FIJ.COMB.G2 NÂ°8 X 1/2 Z,
>TTRG2NC047019Z,TOR. TANQ. RAN. G2 3/16 X 3/4 ZINC,
>BHG8MA10050CCF,"BULON HEXAGONAL (10.9) M10-1,50-50 FOSFATIZADO CON CUELLO",
>14,DIFERENCIA EN PRECIO CON IVA,
>TPJCG2G06032Z,TOR.PARKER C/FIJ.COMB.G2 NÂ°6 X 1 1/4Z,
>3320,Tarugos PY 6  C/T Bolsa x 1000 unid.,
>PACG10NC095110F,PRIS ALLEN C/CIL.G10 3/8-NC-4 1/2 FOSF,
>TJPG2MA04010Z,TORNILLO C/FIJADORA PHIL. M04-0.7-10 ZINC,
>TJPG2MA03020Z,TORNILLO C/FIJADORA PHIL. M03-0.5-20 ZINC,
>INTERES,INTERESES POR MORA,
>PACIMA08016,PRISIONERO ALLEN C/CIL. INOXIDABLE M 8-1.25-16,
>ABRAZ32,ABRAZADERA CAÃO DE ESCAPE TIPO U 32,
>ABRAZ44,ABRAZADERA CAÃO DE ESCAPE TIPO U 44,
>CPP050,"CLAVOS PUNTA PARIS 2""",
>CPP063,"CLAVOS PUNTA PARIS 2 1/2""",
>CPP076,"CLAVOS PUNTA PARIS 3""",
>15,cajas de carton corrugado,
>PASG10NC065016F,PRIS.ALLEN S/CABEZA G10 1/4-UNC-5/8 FOSF,
>ADUANA,GASTOS DE IMPORTACION,
>GTONOGRAV,GASTOS NO GRAVADOS,
>TUTHCG2MA14D,TCA .HEX.TORN CONTRAT. G2 M14-2 DICRO,
>AP125A095Z,ARANDELA PLANA DIN125A 3/8 ZINC,
>PITON8ABS/TZ,PITON ABIERTO SIN TOPE #8 ZINCADO,
>BMG5MA08025D,"BULON MOLETEADO (8,8) M08-1,25-25 DICRO",
>BCRTG2WH095140,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 5,1/2 ZINC CON TUERCA",
>BCRTG2WH079090,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 3,1/2 ZINC CON TUERCA",
>3313,Tarugos PY 4 Bolsa x 1000 unid.,
>3314,Tarugos PY 5 Bolsa x 1000 unid.,
>3315,Tarugos PY 6 Bolsa x 1000 unid.,
>3326,Tarugos PY 7 Bolsa x 1000 unid.,
>3316,Tarugos PY 8 Bolsa x 1000 unid.,
>3317,Tarugos PY 10 Bolsa x 500 unid.,
>3318,Tarugos PY 12 Bolsa x 100 unid.,
>3319,Tarugos PY 14 Bolsa x 100 unid.,
>3427,Tarugos PY 4 Caja x 4000 (10 cajas de cartulina x 400 ),
>3428,Tarugos PY 5 Caja x 4000 (20 cajas de cartulina x 200 ),
